# Force coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e-01
# Aref          : 4.47575700e-03
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
0.047           	3.25420869e+00	1.49694710e-20	-9.39772445e-01	2.29520003e-21	-3.40978036e-03	2.60434302e-21	1.62710435e+00	1.62710435e+00	1.00890785e-20	4.88039249e-21	-4.73296003e-01	-4.66476442e-01
0.0475          	3.25435280e+00	1.49976424e-20	-9.35254329e-01	2.28179637e-21	-3.32285969e-03	2.60348510e-21	1.62717640e+00	1.62717640e+00	1.01023063e-20	4.89533609e-21	-4.70950024e-01	-4.64304305e-01
0.048           	3.25378116e+00	1.49820441e-20	-9.32984843e-01	2.27565277e-21	-3.23525987e-03	2.60059589e-21	1.62689058e+00	1.62689058e+00	1.00916179e-20	4.89042616e-21	-4.69727682e-01	-4.63257162e-01
0.0485          	3.25375480e+00	1.49732059e-20	-9.28242436e-01	2.26373515e-21	-3.14668630e-03	2.59629286e-21	1.62687740e+00	1.62687740e+00	1.00828958e-20	4.89031011e-21	-4.67267904e-01	-4.60974531e-01
0.049           	3.25402826e+00	1.49748776e-20	-9.26024118e-01	2.25771448e-21	-3.05799967e-03	2.59557866e-21	1.62701413e+00	1.62701413e+00	1.00830175e-20	4.89186012e-21	-4.66070058e-01	-4.59954059e-01
0.0495          	3.25344169e+00	1.49645623e-20	-9.21332748e-01	2.24520074e-21	-2.96943127e-03	2.59054352e-21	1.62672084e+00	1.62672084e+00	1.00728247e-20	4.89173763e-21	-4.63635806e-01	-4.57696943e-01
0.05            	3.25340848e+00	1.49753533e-20	-9.18980123e-01	2.23790251e-21	-2.88070187e-03	2.59024374e-21	1.62670424e+00	1.62670424e+00	1.00779204e-20	4.89743293e-21	-4.62370763e-01	-4.56609360e-01
0.0505          	3.25346221e+00	1.49697574e-20	-9.13513801e-01	2.22461779e-21	-2.79193088e-03	2.58508398e-21	1.62673110e+00	1.62673110e+00	1.00699627e-20	4.89979473e-21	-4.59548831e-01	-4.53964970e-01
0.051           	3.25338603e+00	1.49571255e-20	-9.09602832e-01	2.21494994e-21	-2.70295414e-03	2.58139528e-21	1.62669301e+00	1.62669301e+00	1.00599580e-20	4.89716745e-21	-4.57504370e-01	-4.52098462e-01
0.0515          	3.25341355e+00	1.49533871e-20	-9.05941139e-01	2.20543120e-21	-2.61334622e-03	2.57853916e-21	1.62670678e+00	1.62670678e+00	1.00552327e-20	4.89815440e-21	-4.55583916e-01	-4.50357223e-01
0.052           	3.25355626e+00	1.49684107e-20	-9.01041403e-01	2.19277867e-21	-2.52381466e-03	2.57545330e-21	1.62677813e+00	1.62677813e+00	1.00596587e-20	4.90875207e-21	-4.53044516e-01	-4.47996887e-01
0.0525          	3.25303448e+00	1.49605872e-20	-8.96562184e-01	2.18091997e-21	-2.43407269e-03	2.57092786e-21	1.62651724e+00	1.62651724e+00	1.00512215e-20	4.90936574e-21	-4.50715164e-01	-4.45847019e-01
0.053           	3.25209970e+00	1.49468779e-20	-8.91948554e-01	2.16928488e-21	-2.34407840e-03	2.56494122e-21	1.62604985e+00	1.62604985e+00	1.00383802e-20	4.90849775e-21	-4.48318356e-01	-4.43630199e-01
0.0535          	3.25337759e+00	1.49534590e-20	-8.88991206e-01	2.16199231e-21	-2.25388635e-03	2.56555960e-21	1.62668879e+00	1.62668879e+00	1.00422891e-20	4.91116990e-21	-4.46749490e-01	-4.42241717e-01
0.054           	3.25231217e+00	1.49322870e-20	-8.84049173e-01	2.14974671e-21	-2.16358029e-03	2.55831539e-21	1.62615609e+00	1.62615609e+00	1.00244589e-20	4.90782809e-21	-4.44188167e-01	-4.39861006e-01
0.0545          	3.25305310e+00	1.49290449e-20	-8.80207805e-01	2.14103208e-21	-2.07325525e-03	2.55619310e-21	1.62652655e+00	1.62652655e+00	1.00207155e-20	4.90832934e-21	-4.42177158e-01	-4.38030647e-01
0.055           	3.25190608e+00	1.49210614e-20	-8.75301090e-01	2.12784363e-21	-1.98313561e-03	2.54988554e-21	1.62595304e+00	1.62595304e+00	1.00104163e-20	4.91064518e-21	-4.39633681e-01	-4.35667409e-01
0.0555          	3.25148915e+00	1.49221792e-20	-8.69624052e-01	2.11337412e-21	-1.89256086e-03	2.54473012e-21	1.62574457e+00	1.62574457e+00	1.00058197e-20	4.91635947e-21	-4.36704587e-01	-4.32919465e-01
0.056           	3.25130160e+00	1.49244613e-20	-8.65669750e-01	2.10317048e-21	-1.80219822e-03	2.54156579e-21	1.62565080e+00	1.62565080e+00	1.00037964e-20	4.92066486e-21	-4.34637073e-01	-4.31032677e-01
0.0565          	3.25086109e+00	1.49209308e-20	-8.60186352e-01	2.08953553e-21	-1.71100300e-03	2.53585606e-21	1.62543054e+00	1.62543054e+00	9.99632147e-21	4.92460935e-21	-4.31804179e-01	-4.28382173e-01
0.057           	3.25166854e+00	1.49195193e-20	-8.56442787e-01	2.08077493e-21	-1.61981249e-03	2.53422202e-21	1.62583427e+00	1.62583427e+00	9.99398166e-21	4.92553762e-21	-4.29841206e-01	-4.26601581e-01
0.0575          	3.25206319e+00	1.49232212e-20	-8.50648409e-01	2.06717853e-21	-1.52894528e-03	2.52959335e-21	1.62603159e+00	1.62603159e+00	9.99120398e-21	4.93201727e-21	-4.26853150e-01	-4.23795259e-01
0.058           	3.25027501e+00	1.49139946e-20	-8.45915404e-01	2.05351314e-21	-1.43767623e-03	2.52256145e-21	1.62513751e+00	1.62513751e+00	9.97955878e-21	4.93443587e-21	-4.24395378e-01	-4.21520026e-01
0.0585          	3.24956912e+00	1.48890517e-20	-8.41129874e-01	2.04211248e-21	-1.34607234e-03	2.51612668e-21	1.62478456e+00	1.62478456e+00	9.96065254e-21	4.92839919e-21	-4.21911009e-01	-4.19218865e-01
0.059           	3.24926084e+00	1.48558469e-20	-8.36596338e-01	2.03201547e-21	-1.25486289e-03	2.50983591e-21	1.62463042e+00	1.62463042e+00	9.93775935e-21	4.91808753e-21	-4.19553032e-01	-4.17043306e-01
0.0595          	3.24893471e+00	1.48940566e-20	-8.30022128e-01	2.01390890e-21	-1.16364036e-03	2.50575040e-21	1.62446735e+00	1.62446735e+00	9.95277872e-21	4.94127791e-21	-4.16174705e-01	-4.13847424e-01
0.06            	3.24889867e+00	1.48921046e-20	-8.24574013e-01	2.00078189e-21	-1.07248207e-03	2.50069767e-21	1.62444934e+00	1.62444934e+00	9.94674997e-21	4.94535463e-21	-4.13359488e-01	-4.11214524e-01
0.0605          	3.24867531e+00	1.48899471e-20	-8.18134720e-01	1.98518393e-21	-9.81983243e-04	2.49415725e-21	1.62433765e+00	1.62433765e+00	9.93913080e-21	4.95081630e-21	-4.10049343e-01	-4.08085377e-01
0.061           	3.24836901e+00	1.48847268e-20	-8.14024543e-01	1.97486697e-21	-8.90509108e-04	2.48988728e-21	1.62418450e+00	1.62418450e+00	9.93225067e-21	4.95247611e-21	-4.07902781e-01	-4.06121762e-01
0.0615          	3.24845248e+00	1.48773996e-20	-8.08666821e-01	1.96202078e-21	-7.98677238e-04	2.48481709e-21	1.62422624e+00	1.62422624e+00	9.92351686e-21	4.95388269e-21	-4.05132088e-01	-4.03534733e-01
0.062           	3.24791279e+00	1.48791919e-20	-8.02578842e-01	1.94651912e-21	-7.06943591e-04	2.47851861e-21	1.62395639e+00	1.62395639e+00	9.91811457e-21	4.96107735e-21	-4.01996365e-01	-4.00582478e-01
0.0625          	3.24753250e+00	1.48755067e-20	-7.97259576e-01	1.93365956e-21	-6.14720271e-04	2.47277193e-21	1.62376625e+00	1.62376625e+00	9.91052527e-21	4.96498142e-21	-3.99244508e-01	-3.98015068e-01
0.063           	3.24686613e+00	1.48713979e-20	-7.90797907e-01	1.91747146e-21	-5.22659234e-04	2.46568020e-21	1.62343307e+00	1.62343307e+00	9.90137916e-21	4.97001877e-21	-3.95921613e-01	-3.94876294e-01
0.0635          	3.24803042e+00	1.48807068e-20	-7.85377952e-01	1.90521698e-21	-4.30765703e-04	2.46262810e-21	1.62401521e+00	1.62401521e+00	9.90298151e-21	4.97772531e-21	-3.93119742e-01	-3.92258210e-01
0.064           	3.24577821e+00	1.48622415e-20	-7.79481269e-01	1.88945036e-21	-3.38904794e-04	2.45327646e-21	1.62288910e+00	1.62288910e+00	9.88439721e-21	4.97784429e-21	-3.90079539e-01	-3.89401730e-01
0.0645          	3.24544366e+00	1.48494677e-20	-7.72896088e-01	1.87393785e-21	-2.46873938e-04	2.44597138e-21	1.62272183e+00	1.62272183e+00	9.87070525e-21	4.97876249e-21	-3.86694918e-01	-3.86201170e-01
0.065           	3.24493532e+00	1.48427271e-20	-7.67281963e-01	1.86013181e-21	-1.55767918e-04	2.43968686e-21	1.62246766e+00	1.62246766e+00	9.86105044e-21	4.98167671e-21	-3.83796749e-01	-3.83485214e-01
0.0655          	3.24468451e+00	1.48431063e-20	-7.61916428e-01	1.84710925e-21	-6.40471352e-05	2.43418833e-21	1.62234226e+00	1.62234226e+00	9.85574150e-21	4.98736485e-21	-3.81022261e-01	-3.80894167e-01
0.066           	3.24452279e+00	1.48472453e-20	-7.54635645e-01	1.82938105e-21	2.76245279e-05	2.42729919e-21	1.62226140e+00	1.62226140e+00	9.85092184e-21	4.99632346e-21	-3.77290198e-01	-3.77345447e-01
0.0665          	3.24362289e+00	1.48422592e-20	-7.49673272e-01	1.81696686e-21	1.19110211e-04	2.42130623e-21	1.62181145e+00	1.62181145e+00	9.84243581e-21	4.99982334e-21	-3.74717526e-01	-3.74955746e-01
0.067           	3.24349286e+00	1.48464164e-20	-7.42854660e-01	1.80036690e-21	2.10639302e-04	2.41480323e-21	1.62174643e+00	1.62174643e+00	9.83801142e-21	5.00840495e-21	-3.71216691e-01	-3.71637969e-01
0.0675          	3.24204344e+00	1.48260440e-20	-7.37108639e-01	1.78620962e-21	3.02136919e-04	2.40596233e-21	1.62102172e+00	1.62102172e+00	9.81898433e-21	5.00705966e-21	-3.68252183e-01	-3.68856457e-01
0.068           	3.24199199e+00	1.48342212e-20	-7.29600947e-01	1.76826971e-21	3.93527867e-04	2.39891501e-21	1.62099600e+00	1.62099600e+00	9.81602560e-21	5.01819559e-21	-3.64406946e-01	-3.65194001e-01
0.0685          	3.24149835e+00	1.48041902e-20	-7.24593592e-01	1.75692195e-21	4.84086424e-04	2.39179440e-21	1.62074917e+00	1.62074917e+00	9.79388952e-21	5.01030072e-21	-3.61812709e-01	-3.62780882e-01
0.069           	3.24102315e+00	1.47984422e-20	-7.17542804e-01	1.73999710e-21	5.75488233e-04	2.38362631e-21	1.62051157e+00	1.62051157e+00	9.78284743e-21	5.01559482e-21	-3.58195914e-01	-3.59346890e-01
0.0695          	3.24031708e+00	1.47787392e-20	-7.11075921e-01	1.72474044e-21	6.66771074e-04	2.37509479e-21	1.62015854e+00	1.62015854e+00	9.76446439e-21	5.01427481e-21	-3.54871189e-01	-3.56204731e-01
0.07            	3.23999482e+00	1.48060576e-20	-7.04618180e-01	1.70784675e-21	7.58018566e-04	2.37022125e-21	1.61999741e+00	1.61999741e+00	9.77325004e-21	5.03280755e-21	-3.51551072e-01	-3.53067109e-01
0.0705          	3.23942930e+00	1.48133944e-20	-6.97185155e-01	1.68948103e-21	8.49174317e-04	2.36240305e-21	1.61971465e+00	1.61971465e+00	9.76910027e-21	5.04429418e-21	-3.47743403e-01	-3.49441752e-01
0.071           	3.23931209e+00	1.48004380e-20	-6.90867794e-01	1.67517093e-21	9.40308152e-04	2.35519329e-21	1.61965605e+00	1.61965605e+00	9.75541230e-21	5.04502572e-21	-3.44493589e-01	-3.46374205e-01
0.0715          	3.23849282e+00	1.47834455e-20	-6.84732900e-01	1.66056882e-21	1.03108671e-03	2.34706340e-21	1.61924641e+00	1.61924641e+00	9.73878617e-21	5.04465937e-21	-3.41335364e-01	-3.43397537e-01
0.072           	3.23697840e+00	1.47809709e-20	-6.76089141e-01	1.63915391e-21	1.12130561e-03	2.33602238e-21	1.61848920e+00	1.61848920e+00	9.72650781e-21	5.05446306e-21	-3.36923265e-01	-3.39165876e-01
0.0725          	3.23706650e+00	1.47987511e-20	-6.70098182e-01	1.62403961e-21	1.21234701e-03	2.33155801e-21	1.61853325e+00	1.61853325e+00	9.73093358e-21	5.06781756e-21	-3.33836744e-01	-3.36261438e-01
0.073           	3.23650098e+00	1.47932705e-20	-6.63063740e-01	1.60724670e-21	1.30305503e-03	2.32316625e-21	1.61825049e+00	1.61825049e+00	9.71980149e-21	5.07346899e-21	-3.30228815e-01	-3.32834925e-01
0.0735          	3.23602637e+00	1.47940154e-20	-6.54711752e-01	1.58721276e-21	1.39327651e-03	2.31425288e-21	1.61801318e+00	1.61801318e+00	9.71126058e-21	5.08275481e-21	-3.25962599e-01	-3.28749152e-01
0.074           	3.23580533e+00	1.47816618e-20	-6.48996777e-01	1.57412964e-21	1.48364605e-03	2.30739725e-21	1.61790267e+00	1.61790267e+00	9.69822816e-21	5.08343366e-21	-3.23014743e-01	-3.25982035e-01
0.0745          	3.23527397e+00	1.47805550e-20	-6.41446393e-01	1.55608932e-21	1.57307993e-03	2.29886885e-21	1.61763699e+00	1.61763699e+00	9.68914635e-21	5.09140864e-21	-3.19150117e-01	-3.22296276e-01
0.075           	3.23464475e+00	1.47767981e-20	-6.35038816e-01	1.54065204e-21	1.66291539e-03	2.29112300e-21	1.61732238e+00	1.61732238e+00	9.67952203e-21	5.09727604e-21	-3.15856493e-01	-3.19182324e-01
0.0755          	3.23387004e+00	1.47732154e-20	-6.27397597e-01	1.52212562e-21	1.75267958e-03	2.28199704e-21	1.61693502e+00	1.61693502e+00	9.66860476e-21	5.10461068e-21	-3.11946119e-01	-3.15451478e-01
0.076           	3.23315742e+00	1.47659290e-20	-6.18732538e-01	1.50174687e-21	1.84160738e-03	2.27189781e-21	1.61657871e+00	1.61657871e+00	9.65486231e-21	5.11106670e-21	-3.07524662e-01	-3.11207876e-01
0.0765          	3.23192232e+00	1.47524866e-20	-6.11657549e-01	1.48457413e-21	1.93094347e-03	2.26201312e-21	1.61596116e+00	1.61596116e+00	9.63825644e-21	5.11423019e-21	-3.03897831e-01	-3.07759718e-01
0.077           	3.23149573e+00	1.47440620e-20	-6.04287239e-01	1.46769005e-21	2.01986041e-03	2.25335222e-21	1.61574786e+00	1.61574786e+00	9.62538324e-21	5.11867880e-21	-3.00123759e-01	-3.04163480e-01
0.0775          	3.23070791e+00	1.47038598e-20	-5.96945005e-01	1.45155196e-21	2.10836982e-03	2.24203725e-21	1.61535395e+00	1.61535395e+00	9.59396714e-21	5.10989264e-21	-2.96364133e-01	-3.00580873e-01
0.078           	3.23014833e+00	1.47562566e-20	-5.88139858e-01	1.42866471e-21	2.19730134e-03	2.23541741e-21	1.61507417e+00	1.61507417e+00	9.61354573e-21	5.14271092e-21	-2.91872628e-01	-2.96267230e-01
0.0785          	3.23014273e+00	1.47462381e-20	-5.80893974e-01	1.41254506e-21	2.28637876e-03	2.22714498e-21	1.61507137e+00	1.61507137e+00	9.60026406e-21	5.14597409e-21	-2.88160608e-01	-2.92733366e-01
0.079           	3.22981059e+00	1.47665267e-20	-5.73018376e-01	1.39317379e-21	2.37483277e-03	2.21952578e-21	1.61490530e+00	1.61490530e+00	9.60278912e-21	5.16373756e-21	-2.84134355e-01	-2.88884021e-01
0.0795          	3.22904124e+00	1.47675680e-20	-5.64640576e-01	1.37332307e-21	2.46289590e-03	2.20979841e-21	1.61452062e+00	1.61452062e+00	9.59358240e-21	5.17398559e-21	-2.79857392e-01	-2.84783184e-01
0.08            	3.22798516e+00	1.47638206e-20	-5.57038832e-01	1.35478348e-21	2.54973921e-03	2.20037608e-21	1.61399258e+00	1.61399258e+00	9.58228638e-21	5.18153421e-21	-2.75969677e-01	-2.81069155e-01
0.0805          	3.22782409e+00	1.47406409e-20	-5.50887671e-01	1.34154634e-21	2.63791438e-03	2.19233809e-21	1.61391204e+00	1.61391204e+00	9.56265852e-21	5.17798235e-21	-2.72805921e-01	-2.78081750e-01
0.081           	3.22776362e+00	1.47372990e-20	-5.42949574e-01	1.32367848e-21	2.72520589e-03	2.18324841e-21	1.61388181e+00	1.61388181e+00	9.55189792e-21	5.18540111e-21	-2.68749581e-01	-2.74199993e-01
0.0815          	3.22637233e+00	1.47166434e-20	-5.32938898e-01	1.30005264e-21	2.81215776e-03	2.16967395e-21	1.61318617e+00	1.61318617e+00	9.52799563e-21	5.18864774e-21	-2.63657291e-01	-2.69281607e-01
0.082           	3.22501093e+00	1.47182053e-20	-5.24997935e-01	1.28057610e-21	2.89868427e-03	2.15978591e-21	1.61250546e+00	1.61250546e+00	9.51888858e-21	5.19931675e-21	-2.59600283e-01	-2.65397652e-01
0.0825          	3.22448305e+00	1.47162325e-20	-5.17911568e-01	1.26423025e-21	2.98491268e-03	2.15143253e-21	1.61224153e+00	1.61224153e+00	9.50954878e-21	5.20668372e-21	-2.55970872e-01	-2.61940697e-01
0.083           	3.22384555e+00	1.47085563e-20	-5.09246182e-01	1.24402874e-21	3.07139012e-03	2.14075340e-21	1.61192277e+00	1.61192277e+00	9.49503154e-21	5.21352473e-21	-2.51551701e-01	-2.57694481e-01
0.0835          	3.22297752e+00	1.47166606e-20	-5.02647813e-01	1.22855239e-21	3.15752947e-03	2.13305866e-21	1.61148876e+00	1.61148876e+00	9.49138894e-21	5.22527162e-21	-2.48166377e-01	-2.54481436e-01
0.084           	3.22208291e+00	1.47014045e-20	-4.94218137e-01	1.20901951e-21	3.24357352e-03	2.12188255e-21	1.61104145e+00	1.61104145e+00	9.47258481e-21	5.22881971e-21	-2.43865495e-01	-2.50352642e-01
0.0845          	3.22162612e+00	1.46971743e-20	-4.85863946e-01	1.18991006e-21	3.32851555e-03	2.11222958e-21	1.61081306e+00	1.61081306e+00	9.46081674e-21	5.23635759e-21	-2.39603457e-01	-2.46260488e-01
0.085           	3.22063806e+00	1.46884224e-20	-4.77815209e-01	1.17126153e-21	3.41376249e-03	2.10139818e-21	1.61031903e+00	1.61031903e+00	9.44560938e-21	5.24281302e-21	-2.35493842e-01	-2.42321367e-01
0.0855          	3.21974044e+00	1.46769176e-20	-4.69563826e-01	1.15209879e-21	3.49879079e-03	2.09059729e-21	1.60987022e+00	1.60987022e+00	9.42905606e-21	5.24786149e-21	-2.31283122e-01	-2.38280704e-01
0.086           	3.21898719e+00	1.46474598e-20	-4.60559798e-01	1.13216086e-21	3.58336824e-03	2.07808016e-21	1.60949359e+00	1.60949359e+00	9.40181008e-21	5.24564976e-21	-2.26696531e-01	-2.33863267e-01
0.0865          	3.21876139e+00	1.46828869e-20	-4.52123590e-01	1.11153100e-21	3.66736048e-03	2.07116048e-21	1.60938069e+00	1.60938069e+00	9.41260390e-21	5.27028295e-21	-2.22394434e-01	-2.29729155e-01
0.087           	3.21782355e+00	1.46795204e-20	-4.43164226e-01	1.09058460e-21	3.75065263e-03	2.06005864e-21	1.60891178e+00	1.60891178e+00	9.39981884e-21	5.27970157e-21	-2.17831460e-01	-2.25332766e-01
0.0875          	3.21719524e+00	1.46822644e-20	-4.34944181e-01	1.07138552e-21	3.83389438e-03	2.05052142e-21	1.60859762e+00	1.60859762e+00	9.39165364e-21	5.29061079e-21	-2.13638196e-01	-2.21305985e-01
0.088           	3.21668163e+00	1.46696889e-20	-4.27185037e-01	1.05394827e-21	3.91720070e-03	2.04058678e-21	1.60834082e+00	1.60834082e+00	9.37543125e-21	5.29425768e-21	-2.09675318e-01	-2.17509719e-01
0.0885          	3.21591176e+00	1.46638056e-20	-4.18789200e-01	1.03461475e-21	3.99953853e-03	2.03007979e-21	1.60795588e+00	1.60795588e+00	9.36198259e-21	5.30182302e-21	-2.05395061e-01	-2.13394138e-01
0.089           	3.21535192e+00	1.46631769e-20	-4.10695899e-01	1.01599058e-21	4.08158502e-03	2.02047924e-21	1.60767596e+00	1.60767596e+00	9.35206769e-21	5.31110922e-21	-2.01266364e-01	-2.09429534e-01
0.0895          	3.21454945e+00	1.46563850e-20	-4.01675025e-01	9.95465802e-22	4.16357438e-03	2.00907176e-21	1.60727473e+00	1.60727473e+00	9.33726429e-21	5.31912076e-21	-1.96673938e-01	-2.05001087e-01
0.09            	3.21368973e+00	1.46601448e-20	-3.91676280e-01	9.72042384e-22	4.24541836e-03	1.99755886e-21	1.60684486e+00	1.60684486e+00	9.32763127e-21	5.33251354e-21	-1.91592722e-01	-2.00083558e-01
0.0905          	3.21270925e+00	1.46500618e-20	-3.83705916e-01	9.53783311e-22	4.32643707e-03	1.98698193e-21	1.60635462e+00	1.60635462e+00	9.31201281e-21	5.33804896e-21	-1.87526521e-01	-1.96179395e-01
0.091           	3.21195351e+00	1.46435651e-20	-3.75012889e-01	9.34011490e-22	4.40768857e-03	1.97611688e-21	1.60597676e+00	1.60597676e+00	9.29789946e-21	5.34566569e-21	-1.83098756e-01	-1.91914133e-01
0.0915          	3.21154949e+00	1.46482409e-20	-3.66468809e-01	9.14309899e-22	4.48816323e-03	1.96656558e-21	1.60577475e+00	1.60577475e+00	9.29068601e-21	5.35755486e-21	-1.78746241e-01	-1.87722567e-01
0.092           	3.21092230e+00	1.46481627e-20	-3.58404808e-01	8.95897890e-22	4.56820630e-03	1.95684897e-21	1.60546115e+00	1.60546115e+00	9.28093033e-21	5.36723240e-21	-1.74634197e-01	-1.83770610e-01
0.0925          	3.20923755e+00	1.46282720e-20	-3.48043107e-01	8.71714958e-22	4.64720210e-03	1.94255193e-21	1.60461878e+00	1.60461878e+00	9.25668793e-21	5.37158407e-21	-1.69374351e-01	-1.78668756e-01
0.093           	3.20894824e+00	1.46297515e-20	-3.39145177e-01	8.51804387e-22	4.72676985e-03	1.93258962e-21	1.60447412e+00	1.60447412e+00	9.24746539e-21	5.38228615e-21	-1.64845819e-01	-1.74299358e-01
0.0935          	3.20854095e+00	1.46102676e-20	-3.30797832e-01	8.33475253e-22	4.80569705e-03	1.92118256e-21	1.60427047e+00	1.60427047e+00	9.22631634e-21	5.38395123e-21	-1.60593219e-01	-1.70204613e-01
0.094           	3.20794801e+00	1.46097572e-20	-3.21531522e-01	8.12286751e-22	4.88442121e-03	1.91018980e-21	1.60397401e+00	1.60397401e+00	9.21506838e-21	5.39468878e-21	-1.55881340e-01	-1.65650182e-01
0.0945          	3.20667429e+00	1.45990411e-20	-3.12796590e-01	7.92399823e-22	4.96200324e-03	1.89842701e-21	1.60333715e+00	1.60333715e+00	9.19794756e-21	5.40109353e-21	-1.51436292e-01	-1.61360298e-01
0.095           	3.20663628e+00	1.45905530e-20	-3.04707633e-01	7.75231523e-22	5.04013144e-03	1.88863620e-21	1.60331814e+00	1.60331814e+00	9.18391272e-21	5.40664033e-21	-1.47313685e-01	-1.57393948e-01
0.0955          	3.20565310e+00	1.46132996e-20	-2.94240921e-01	7.49805682e-22	5.11782154e-03	1.87743864e-21	1.60282655e+00	1.60282655e+00	9.18408846e-21	5.42921119e-21	-1.42002639e-01	-1.52238282e-01
0.096           	3.20498125e+00	1.46193887e-20	-2.84312099e-01	7.26979916e-22	5.19398090e-03	1.86604540e-21	1.60249063e+00	1.60249063e+00	9.17573973e-21	5.44364893e-21	-1.36962068e-01	-1.47350030e-01
0.0965          	3.20390227e+00	1.46070550e-20	-2.75680244e-01	7.07228592e-22	5.27094583e-03	1.85446530e-21	1.60195113e+00	1.60195113e+00	9.15799279e-21	5.44906218e-21	-1.32569176e-01	-1.43111068e-01
0.097           	3.20288497e+00	1.45891161e-20	-2.66466408e-01	6.86698023e-22	5.34682374e-03	1.84198440e-21	1.60144249e+00	1.60144249e+00	9.13654243e-21	5.45257364e-21	-1.27886380e-01	-1.38580028e-01
0.0975          	3.20212491e+00	1.45566640e-20	-2.58013024e-01	6.68801258e-22	5.42146653e-03	1.82969736e-21	1.60106246e+00	1.60106246e+00	9.10802935e-21	5.44863463e-21	-1.23585046e-01	-1.34427979e-01
0.098           	3.20184745e+00	1.45835234e-20	-2.48108982e-01	6.45658054e-22	5.49625061e-03	1.82003683e-21	1.60092372e+00	1.60092372e+00	9.11179856e-21	5.47172489e-21	-1.18558241e-01	-1.29550742e-01
0.0985          	3.20115252e+00	1.46115222e-20	-2.37864567e-01	6.21136057e-22	5.57090064e-03	1.80959602e-21	1.60057626e+00	1.60057626e+00	9.11535712e-21	5.49616509e-21	-1.13361383e-01	-1.24503184e-01
0.099           	3.20017509e+00	1.45769104e-20	-2.31117379e-01	6.07393837e-22	5.64560642e-03	1.79840067e-21	1.60008754e+00	1.60008754e+00	9.08685589e-21	5.49005454e-21	-1.09913083e-01	-1.21204296e-01
0.0995          	3.20025958e+00	1.46176651e-20	-2.19836421e-01	5.80667853e-22	5.71765119e-03	1.78874126e-21	1.60012979e+00	1.60012979e+00	9.09757380e-21	5.52009128e-21	-1.04200559e-01	-1.15635862e-01
0.1             	3.19936676e+00	1.46150699e-20	-2.11262002e-01	5.61443642e-22	5.79029598e-03	1.77777398e-21	1.59968338e+00	1.59968338e+00	9.08530891e-21	5.52976095e-21	-9.98407052e-02	-1.11421297e-01
0.1005          	3.19886267e+00	1.46078420e-20	-2.02122546e-01	5.41356350e-22	5.86326389e-03	1.76654253e-21	1.59943133e+00	1.59943133e+00	9.07046352e-21	5.53737846e-21	-9.51980089e-02	-1.06924537e-01
0.101           	3.19791756e+00	1.45978553e-20	-1.92683787e-01	5.20096559e-22	5.93477180e-03	1.75425474e-21	1.59895878e+00	1.59895878e+00	9.05318241e-21	5.54467293e-21	-9.04071216e-02	-1.02276665e-01
0.1015          	3.19740760e+00	1.45887608e-20	-1.83326648e-01	4.99641161e-22	6.00551050e-03	1.74228421e-21	1.59870380e+00	1.59870380e+00	9.03666460e-21	5.55209619e-21	-8.56578135e-02	-9.76688345e-02
0.102           	3.19623559e+00	1.45840390e-20	-1.73500242e-01	4.77205152e-22	6.07607816e-03	1.72960980e-21	1.59811780e+00	1.59811780e+00	9.02162932e-21	5.56240972e-21	-8.06740428e-02	-9.28261991e-02
0.1025          	3.19542579e+00	1.45802671e-20	-1.64641983e-01	4.57515172e-22	6.14617441e-03	1.71837380e-21	1.59771290e+00	1.59771290e+00	9.00850735e-21	5.57175975e-21	-7.61748170e-02	-8.84671658e-02
0.103           	3.19479287e+00	1.45730835e-20	-1.55203242e-01	4.36856609e-22	6.21580210e-03	1.70628087e-21	1.59739644e+00	1.59739644e+00	8.99282264e-21	5.58026089e-21	-7.13858189e-02	-8.38174231e-02
0.1035          	3.19410039e+00	1.45651225e-20	-1.46391961e-01	4.17403426e-22	6.28449494e-03	1.69487565e-21	1.59705020e+00	1.59705020e+00	8.97743690e-21	5.58768560e-21	-6.69114858e-02	-7.94804757e-02
0.104           	3.19341181e+00	1.45538489e-20	-1.38508309e-01	4.00646127e-22	6.35273749e-03	1.68412862e-21	1.59670591e+00	1.59670591e+00	8.96105309e-21	5.59279585e-21	-6.29014172e-02	-7.56068921e-02
0.1045          	3.19272239e+00	1.45425781e-20	-1.26493326e-01	3.73969184e-22	6.42050237e-03	1.66945442e-21	1.59636120e+00	1.59636120e+00	8.94074345e-21	5.60183462e-21	-5.68261609e-02	-6.96671656e-02
