# Force coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e-01
# Aref          : 4.47575700e-03
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
0.053           	3.25210463e+00	1.39264684e-20	-8.91944567e-01	2.27108074e-21	-2.34380318e-03	4.33108696e-21	1.62605232e+00	1.62605232e+00	1.12943211e-20	2.63214722e-21	-4.48316087e-01	-4.43628480e-01
0.0535          	3.25338154e+00	1.39294160e-20	-8.89000430e-01	2.26442835e-21	-2.25361492e-03	4.32980005e-21	1.62669077e+00	1.62669077e+00	1.12945081e-20	2.63490797e-21	-4.46753830e-01	-4.42246600e-01
0.054           	3.25231587e+00	1.38970818e-20	-8.84049079e-01	2.24970486e-21	-2.16331092e-03	4.31907392e-21	1.62615793e+00	1.62615793e+00	1.12676148e-20	2.62946700e-21	-4.44187851e-01	-4.39861229e-01
0.0545          	3.25306204e+00	1.38864523e-20	-8.80201569e-01	2.24059086e-21	-2.07298981e-03	4.31432304e-21	1.62653102e+00	1.62653102e+00	1.12575492e-20	2.62890311e-21	-4.42173774e-01	-4.38027795e-01
0.055           	3.25190220e+00	1.38706253e-20	-8.75301107e-01	2.22618807e-21	-1.98287448e-03	4.30455993e-21	1.62595110e+00	1.62595110e+00	1.12398726e-20	2.63075274e-21	-4.39633428e-01	-4.35667679e-01
0.0555          	3.25150158e+00	1.38625483e-20	-8.69625061e-01	2.21121400e-21	-1.89230182e-03	4.29564778e-21	1.62575079e+00	1.62575079e+00	1.12269219e-20	2.63562636e-21	-4.36704832e-01	-4.32920229e-01
0.056           	3.25129801e+00	1.38603112e-20	-8.65669144e-01	2.20105195e-21	-1.80194963e-03	4.28956600e-21	1.62564900e+00	1.62564900e+00	1.12197216e-20	2.64058958e-21	-4.34636522e-01	-4.31032622e-01
0.0565          	3.25086947e+00	1.38474674e-20	-8.60198987e-01	2.18668732e-21	-1.71075087e-03	4.28030232e-21	1.62543474e+00	1.62543474e+00	1.12040360e-20	2.64343140e-21	-4.31810244e-01	-4.28388743e-01
0.057           	3.25167062e+00	1.38405884e-20	-8.56420613e-01	2.17759509e-21	-1.61956879e-03	4.27630278e-21	1.62583531e+00	1.62583531e+00	1.11965970e-20	2.64399144e-21	-4.29829876e-01	-4.26590738e-01
0.0575          	3.25206660e+00	1.38359358e-20	-8.50663550e-01	2.16421257e-21	-1.52869867e-03	4.26804192e-21	1.62603330e+00	1.62603330e+00	1.11860098e-20	2.64992596e-21	-4.26860474e-01	-4.23803076e-01
0.058           	3.25027752e+00	1.38191179e-20	-8.45926475e-01	2.14905449e-21	-1.43742205e-03	4.25788067e-21	1.62513876e+00	1.62513876e+00	1.11674396e-20	2.65167826e-21	-4.24400660e-01	-4.21525815e-01
0.0585          	3.24958044e+00	1.37815973e-20	-8.41138209e-01	2.13465143e-21	-1.34582368e-03	4.24857403e-21	1.62479022e+00	1.62479022e+00	1.11393727e-20	2.64222461e-21	-4.21914928e-01	-4.19223281e-01
0.059           	3.24925902e+00	1.37349855e-20	-8.36608751e-01	2.12098620e-21	-1.25462102e-03	4.23990579e-21	1.62462951e+00	1.62462951e+00	1.11073986e-20	2.62758698e-21	-4.19558996e-01	-4.17049754e-01
0.0595          	3.24894191e+00	1.37716795e-20	-8.30016967e-01	2.10612227e-21	-1.16340113e-03	4.23115761e-21	1.62447095e+00	1.62447095e+00	1.11169974e-20	2.65468214e-21	-4.16171884e-01	-4.13845082e-01
0.06            	3.24889738e+00	1.37614844e-20	-8.24577251e-01	2.09251220e-21	-1.07224617e-03	4.22276435e-21	1.62444869e+00	1.62444869e+00	1.11035065e-20	2.65797783e-21	-4.13360872e-01	-4.11216379e-01
0.0605          	3.24868395e+00	1.37495803e-20	-8.18128574e-01	2.07633250e-21	-9.81752036e-04	4.21239679e-21	1.62434197e+00	1.62434197e+00	1.10871869e-20	2.66239335e-21	-4.10046039e-01	-4.08082535e-01
0.061           	3.24836990e+00	1.37376612e-20	-8.14013495e-01	2.06520308e-21	-8.90280203e-04	4.20561903e-21	1.62418495e+00	1.62418495e+00	1.10744496e-20	2.66321154e-21	-4.07897028e-01	-4.06116467e-01
0.0615          	3.24846420e+00	1.37212767e-20	-8.08661378e-01	2.05135647e-21	-7.98450342e-04	4.19766062e-21	1.62423210e+00	1.62423210e+00	1.10582990e-20	2.66297774e-21	-4.05129140e-01	-4.03532239e-01
0.062           	3.24790957e+00	1.37149084e-20	-8.02580981e-01	2.03558277e-21	-7.06716516e-04	4.18765914e-21	1.62395478e+00	1.62395478e+00	1.10451133e-20	2.66979507e-21	-4.01997207e-01	-4.00583774e-01
0.0625          	3.24754646e+00	1.37030864e-20	-7.97237298e-01	2.02187117e-21	-6.14498053e-04	4.17883179e-21	1.62377323e+00	1.62377323e+00	1.10303750e-20	2.67271142e-21	-3.99233147e-01	-3.98004151e-01
0.063           	3.24686390e+00	1.36884345e-20	-7.90800674e-01	2.00478327e-21	-5.22442670e-04	4.16794764e-21	1.62343195e+00	1.62343195e+00	1.10121649e-20	2.67626961e-21	-3.95922780e-01	-3.94877894e-01
0.0635          	3.24804523e+00	1.36927229e-20	-7.85353496e-01	1.99345221e-21	-4.30554881e-04	4.16203885e-21	1.62402262e+00	1.62402262e+00	1.10084003e-20	2.68432262e-21	-3.93107303e-01	-3.92246193e-01
0.064           	3.24577501e+00	1.36617579e-20	-7.79473382e-01	1.97483703e-21	-3.38695679e-04	4.14902624e-21	1.62288751e+00	1.62288751e+00	1.09799052e-20	2.68185273e-21	-3.90075387e-01	-3.89397995e-01
0.0645          	3.24545945e+00	1.36372828e-20	-7.72907895e-01	1.95759205e-21	-2.46680729e-04	4.13837768e-21	1.62272973e+00	1.62272973e+00	1.09570191e-20	2.68026370e-21	-3.86700628e-01	-3.86207267e-01
0.065           	3.24493498e+00	1.36214383e-20	-7.67245218e-01	1.94259021e-21	-1.55581698e-04	4.12885207e-21	1.62246749e+00	1.62246749e+00	1.09395712e-20	2.68186706e-21	-3.83778191e-01	-3.83467027e-01
0.0655          	3.24469725e+00	1.36143397e-20	-7.61927653e-01	1.92947017e-21	-6.38697099e-05	4.12033914e-21	1.62234863e+00	1.62234863e+00	1.09275090e-20	2.68683069e-21	-3.81027696e-01	-3.80899957e-01
0.066           	3.24451691e+00	1.36093498e-20	-7.54637338e-01	1.91154589e-21	2.77903969e-05	4.10952040e-21	1.62225845e+00	1.62225845e+00	1.09141953e-20	2.69515449e-21	-3.77290879e-01	-3.77346459e-01
0.0665          	3.24363952e+00	1.35964700e-20	-7.49655173e-01	1.89814368e-21	1.19263435e-04	4.10043898e-21	1.62181976e+00	1.62181976e+00	1.08986740e-20	2.69779603e-21	-3.74708323e-01	-3.74946850e-01
0.067           	3.24348771e+00	1.35920034e-20	-7.42880590e-01	1.88160138e-21	2.10784953e-04	4.09036563e-21	1.62174385e+00	1.62174385e+00	1.08863673e-20	2.70563606e-21	-3.71229510e-01	-3.71651080e-01
0.0675          	3.24205690e+00	1.35597443e-20	-7.37078332e-01	1.86473538e-21	3.02267720e-04	4.07827807e-21	1.62102845e+00	1.62102845e+00	1.08581502e-20	2.70159408e-21	-3.68236898e-01	-3.68841434e-01
0.068           	3.24199324e+00	1.35591930e-20	-7.29626332e-01	1.84722423e-21	3.93654198e-04	4.06732022e-21	1.62099662e+00	1.62099662e+00	1.08469167e-20	2.71227627e-21	-3.64419512e-01	-3.65206820e-01
0.0685          	3.24150727e+00	1.35162655e-20	-7.24566131e-01	1.83239350e-21	4.84199784e-04	4.05802083e-21	1.62075363e+00	1.62075363e+00	1.08161536e-20	2.70011190e-21	-3.61798866e-01	-3.62767265e-01
0.069           	3.24102582e+00	1.35000287e-20	-7.17566213e-01	1.81457469e-21	5.75597592e-04	4.04636896e-21	1.62051291e+00	1.62051291e+00	1.07963833e-20	2.70364541e-21	-3.58207509e-01	-3.59358704e-01
0.0695          	3.24032439e+00	1.34673769e-20	-7.11066192e-01	1.79680808e-21	6.66876106e-04	4.03474990e-21	1.62016220e+00	1.62016220e+00	1.07684384e-20	2.69893856e-21	-3.54866220e-01	-3.56199972e-01
0.07            	3.24000304e+00	1.34918756e-20	-7.04595359e-01	1.78209211e-21	7.58116213e-04	4.02605596e-21	1.62000152e+00	1.62000152e+00	1.07719937e-20	2.71988183e-21	-3.51539563e-01	-3.53055796e-01
0.0705          	3.23942894e+00	1.34905427e-20	-6.97201345e-01	1.76399328e-21	8.49267799e-04	4.01429523e-21	1.61971447e+00	1.61971447e+00	1.07595666e-20	2.73097614e-21	-3.47751405e-01	-3.49449940e-01
0.071           	3.23932068e+00	1.34666452e-20	-6.90844236e-01	1.74792473e-21	9.40390375e-04	4.00416063e-21	1.61966034e+00	1.61966034e+00	1.07374832e-20	2.72916196e-21	-3.44481728e-01	-3.46362509e-01
0.0715          	3.23849878e+00	1.34377960e-20	-6.84748673e-01	1.73117461e-21	1.03115525e-03	3.99319526e-21	1.61924939e+00	1.61924939e+00	1.07120933e-20	2.72570275e-21	-3.41343181e-01	-3.43405492e-01
0.072           	3.23698225e+00	1.34230310e-20	-6.76088856e-01	1.70859122e-21	1.12138229e-03	3.97745739e-21	1.61849113e+00	1.61849113e+00	1.06889729e-20	2.73405809e-21	-3.36923046e-01	-3.39165810e-01
0.0725          	3.23707352e+00	1.34368774e-20	-6.70088162e-01	1.69489232e-21	1.21240814e-03	3.96999350e-21	1.61853676e+00	1.61853676e+00	1.06884322e-20	2.74844518e-21	-3.33831673e-01	-3.36256489e-01
0.073           	3.23649922e+00	1.34211409e-20	-6.63069229e-01	1.67714190e-21	1.30310184e-03	3.95821474e-21	1.61824961e+00	1.61824961e+00	1.06687852e-20	2.75235571e-21	-3.30231513e-01	-3.32837716e-01
0.0735          	3.23603752e+00	1.34105051e-20	-6.54718841e-01	1.65650350e-21	1.39331206e-03	3.94524938e-21	1.61801876e+00	1.61801876e+00	1.06505019e-20	2.76000315e-21	-3.25966109e-01	-3.28752733e-01
0.074           	3.23580340e+00	1.33884319e-20	-6.48995066e-01	1.64184343e-21	1.48367155e-03	3.93590095e-21	1.61790170e+00	1.61790170e+00	1.06301169e-20	2.75831501e-21	-3.23013862e-01	-3.25981205e-01
0.0745          	3.23528604e+00	1.33768404e-20	-6.41436155e-01	1.62311492e-21	1.57309056e-03	3.92372412e-21	1.61764302e+00	1.61764302e+00	1.06121443e-20	2.76469607e-21	-3.19144987e-01	-3.22291168e-01
0.075           	3.23464355e+00	1.33642300e-20	-6.35038786e-01	1.60692682e-21	1.66293105e-03	3.91289195e-21	1.61732177e+00	1.61732177e+00	1.05950069e-20	2.76922303e-21	-3.15856462e-01	-3.19182324e-01
0.0755          	3.23388036e+00	1.33496255e-20	-6.27390640e-01	1.58741128e-21	1.75268726e-03	3.90016781e-21	1.61694018e+00	1.61694018e+00	1.05749805e-20	2.77464492e-21	-3.11942633e-01	-3.15448008e-01
0.076           	3.23315903e+00	1.33293065e-20	-6.18735523e-01	1.56551221e-21	1.84161074e-03	3.88601186e-21	1.61657951e+00	1.61657951e+00	1.05506651e-20	2.77864138e-21	-3.07526151e-01	-3.11209372e-01
0.0765          	3.23193078e+00	1.33039240e-20	-6.11651321e-01	1.54640630e-21	1.93094287e-03	3.87292623e-21	1.61596539e+00	1.61596539e+00	1.05248882e-20	2.77903576e-21	-3.03894718e-01	-3.07756603e-01
0.077           	3.23149859e+00	1.32842633e-20	-6.04289264e-01	1.52817361e-21	2.01984577e-03	3.86097111e-21	1.61574929e+00	1.61574929e+00	1.05031028e-20	2.78116054e-21	-3.00124786e-01	-3.04164478e-01
0.0775          	3.23071688e+00	1.32260483e-20	-5.96936109e-01	1.50750477e-21	2.10834380e-03	3.84708465e-21	1.61535844e+00	1.61535844e+00	1.04601088e-20	2.76593951e-21	-2.96359711e-01	-3.00576398e-01
0.078           	3.23015502e+00	1.32779934e-20	-5.88128109e-01	1.48913162e-21	2.19726981e-03	3.83525601e-21	1.61507751e+00	1.61507751e+00	1.04742527e-20	2.80374070e-21	-2.91866785e-01	-2.96261324e-01
0.0785          	3.23014262e+00	1.32560041e-20	-5.80888074e-01	1.47161895e-21	2.28633273e-03	3.82402161e-21	1.61507131e+00	1.61507131e+00	1.04520237e-20	2.80398046e-21	-2.88157704e-01	-2.92730370e-01
0.079           	3.22981704e+00	1.32707743e-20	-5.73017232e-01	1.45382454e-21	2.37478031e-03	3.81260397e-21	1.61490852e+00	1.61490852e+00	1.04479911e-20	2.82278317e-21	-2.84133836e-01	-2.88883396e-01
0.0795          	3.22904099e+00	1.32606325e-20	-5.64633298e-01	1.43334328e-21	2.46283215e-03	3.79889195e-21	1.61452049e+00	1.61452049e+00	1.04292082e-20	2.83142431e-21	-2.79853817e-01	-2.84779481e-01
0.08            	3.22799893e+00	1.32467787e-20	-5.57038038e-01	1.41370812e-21	2.54968398e-03	3.78620736e-21	1.61399947e+00	1.61399947e+00	1.04095967e-20	2.83718200e-21	-2.75969335e-01	-2.81068703e-01
0.0805          	3.22782566e+00	1.32108123e-20	-5.50883527e-01	1.39775383e-21	2.63783597e-03	3.77608268e-21	1.61391283e+00	1.61391283e+00	1.03814888e-20	2.82932347e-21	-2.72803927e-01	-2.78079599e-01
0.081           	3.22777037e+00	1.31967829e-20	-5.42949673e-01	1.37921331e-21	2.72512483e-03	3.76374584e-21	1.61388518e+00	1.61388518e+00	1.03621373e-20	2.83464559e-21	-2.68749712e-01	-2.74199961e-01
0.0815          	3.22637884e+00	1.31583057e-20	-5.32939831e-01	1.35252148e-21	2.81209045e-03	3.74591336e-21	1.61318942e+00	1.61318942e+00	1.03250662e-20	2.83323951e-21	-2.63657825e-01	-2.69282006e-01
0.082           	3.22501983e+00	1.31503470e-20	-5.24953218e-01	1.33220643e-21	2.89859265e-03	3.73232645e-21	1.61250992e+00	1.61250992e+00	1.03075000e-20	2.84284707e-21	-2.59578017e-01	-2.65375202e-01
0.0825          	3.22448674e+00	1.31387587e-20	-5.17944986e-01	1.31538922e-21	2.98481675e-03	3.72102762e-21	1.61224337e+00	1.61224337e+00	1.02904070e-20	2.84835172e-21	-2.55987676e-01	-2.61957310e-01
0.083           	3.22385173e+00	1.31186907e-20	-5.09196559e-01	1.29360138e-21	3.07127401e-03	3.70675877e-21	1.61192587e+00	1.61192587e+00	1.02661041e-20	2.85258660e-21	-2.51527005e-01	-2.57669553e-01
0.0835          	3.22298051e+00	1.31199725e-20	-5.02682909e-01	1.27858993e-21	3.15740977e-03	3.69585095e-21	1.61149026e+00	1.61149026e+00	1.02558372e-20	2.86413530e-21	-2.48184045e-01	-2.54498864e-01
0.084           	3.22208942e+00	1.30907162e-20	-4.94178492e-01	1.25662559e-21	3.24345178e-03	3.68131403e-21	1.61104471e+00	1.61104471e+00	1.02266721e-20	2.86404405e-21	-2.43845794e-01	-2.50332698e-01
0.0845          	3.22163133e+00	1.30748372e-20	-4.85893100e-01	1.23663676e-21	3.32838689e-03	3.66831546e-21	1.61081567e+00	1.61081567e+00	1.02057341e-20	2.86910315e-21	-2.39618163e-01	-2.46274937e-01
0.085           	3.22064355e+00	1.30541920e-20	-4.77782773e-01	1.21630857e-21	3.41363870e-03	3.65413254e-21	1.61032177e+00	1.61032177e+00	1.01812286e-20	2.87296346e-21	-2.35477748e-01	-2.42305025e-01
0.0855          	3.21974901e+00	1.30298862e-20	-4.69585363e-01	1.19549512e-21	3.49866256e-03	3.64020359e-21	1.60987451e+00	1.60987451e+00	1.01551467e-20	2.87473951e-21	-2.31294019e-01	-2.38291344e-01
0.086           	3.21898784e+00	1.29828479e-20	-4.60534695e-01	1.17175106e-21	3.58323398e-03	3.62449388e-21	1.60949392e+00	1.60949392e+00	1.01159178e-20	2.86693005e-21	-2.26684113e-01	-2.33850581e-01
0.0865          	3.21876807e+00	1.30146659e-20	-4.52172124e-01	1.15414541e-21	3.66721264e-03	3.61363106e-21	1.60938404e+00	1.60938404e+00	1.01209640e-20	2.89370188e-21	-2.22418850e-01	-2.29753275e-01
0.087           	3.21782124e+00	1.29991296e-20	-4.43115495e-01	1.13179369e-21	3.75050212e-03	3.59865361e-21	1.60891062e+00	1.60891062e+00	1.00982184e-20	2.90091122e-21	-2.17807246e-01	-2.25308250e-01
0.0875          	3.21720813e+00	1.29920256e-20	-4.34977874e-01	1.11250077e-21	3.83373687e-03	3.58581595e-21	1.60860406e+00	1.60860406e+00	1.00818288e-20	2.91019686e-21	-2.13655200e-01	-2.21322674e-01
0.088           	3.21668100e+00	1.29672449e-20	-4.27145174e-01	1.09303825e-21	3.91703127e-03	3.57305219e-21	1.60834050e+00	1.60834050e+00	1.00566747e-20	2.91057028e-21	-2.09655556e-01	-2.17489618e-01
0.0885          	3.21592417e+00	1.29494926e-20	-4.18816024e-01	1.07260125e-21	3.99935980e-03	3.55936666e-21	1.60796208e+00	1.60796208e+00	1.00341130e-20	2.91537963e-21	-2.05408652e-01	-2.13407372e-01
0.089           	3.21535112e+00	1.29386707e-20	-4.10661190e-01	1.05312539e-21	4.08140637e-03	3.54653383e-21	1.60767556e+00	1.60767556e+00	1.00158692e-20	2.92280152e-21	-2.01249189e-01	-2.09412001e-01
0.0895          	3.21456064e+00	1.29186363e-20	-4.01695623e-01	1.03131887e-21	4.16339625e-03	3.53165126e-21	1.60728032e+00	1.60728032e+00	9.99096939e-21	2.92766687e-21	-1.96684415e-01	-2.05011208e-01
0.09            	3.21369091e+00	1.29103775e-20	-3.91650008e-01	1.00713346e-21	4.24524348e-03	3.51586999e-21	1.60684545e+00	1.60684545e+00	9.97105875e-21	2.93931878e-21	-1.91579761e-01	-2.00070248e-01
0.0905          	3.21271889e+00	1.28880274e-20	-3.83720519e-01	9.87240654e-22	4.32626432e-03	3.50240121e-21	1.60635944e+00	1.60635944e+00	9.94641493e-21	2.94161250e-21	-1.87533995e-01	-1.96186524e-01
0.091           	3.21195696e+00	1.28694053e-20	-3.74991678e-01	9.65946519e-22	4.40750791e-03	3.48826148e-21	1.60597848e+00	1.60597848e+00	9.92296414e-21	2.94644117e-21	-1.83088331e-01	-1.91903347e-01
0.0915          	3.21155537e+00	1.28640551e-20	-3.66479684e-01	9.46103318e-22	4.48798106e-03	3.47552028e-21	1.60577769e+00	1.60577769e+00	9.90754782e-21	2.95650726e-21	-1.78751861e-01	-1.87727823e-01
0.092           	3.21092457e+00	1.28543320e-20	-3.58384670e-01	9.27026912e-22	4.56802443e-03	3.46270033e-21	1.60546228e+00	1.60546228e+00	9.88986633e-21	2.96446567e-21	-1.74624311e-01	-1.83760360e-01
0.0925          	3.20924909e+00	1.28164573e-20	-3.48047671e-01	8.99615659e-22	4.64702421e-03	3.44445093e-21	1.60462454e+00	1.60462454e+00	9.85267959e-21	2.96377772e-21	-1.69376811e-01	-1.78670860e-01
0.093           	3.20895039e+00	1.28070136e-20	-3.39131151e-01	8.79086592e-22	4.72657677e-03	3.43114188e-21	1.60447519e+00	1.60447519e+00	9.83464867e-21	2.97236492e-21	-1.64838999e-01	-1.74292152e-01
0.0935          	3.20854877e+00	1.27734376e-20	-3.30802314e-01	8.58392744e-22	4.80549579e-03	3.41735840e-21	1.60427439e+00	1.60427439e+00	9.80407720e-21	2.96936039e-21	-1.60595661e-01	-1.70206653e-01
0.094           	3.20795250e+00	1.27611708e-20	-3.21520598e-01	8.36306899e-22	4.88421872e-03	3.40292868e-21	1.60397625e+00	1.60397625e+00	9.78351406e-21	2.97765670e-21	-1.55876080e-01	-1.65644518e-01
0.0945          	3.20668264e+00	1.27367811e-20	-3.12795595e-01	8.14369261e-22	4.96179282e-03	3.38782522e-21	1.60334132e+00	1.60334132e+00	9.75621575e-21	2.98056531e-21	-1.51436005e-01	-1.61359590e-01
0.095           	3.20664029e+00	1.27166170e-20	-3.04719195e-01	7.95896301e-22	5.03991827e-03	3.37547435e-21	1.60332014e+00	1.60332014e+00	9.73378286e-21	2.98283416e-21	-1.47319679e-01	-1.57399516e-01
0.0955          	3.20565896e+00	1.27306001e-20	-2.94220696e-01	7.71519033e-22	5.11760302e-03	3.35984305e-21	1.60282948e+00	1.60282948e+00	9.72514310e-21	3.00545699e-21	-1.41992745e-01	-1.52227951e-01
0.096           	3.20498346e+00	1.27252566e-20	-2.84331192e-01	7.48532705e-22	5.19376938e-03	3.34460595e-21	1.60249173e+00	1.60249173e+00	9.70723426e-21	3.01802237e-21	-1.36971826e-01	-1.47359365e-01
0.0965          	3.20391068e+00	1.26998482e-20	-2.75653138e-01	7.26548533e-22	5.27071871e-03	3.33015173e-21	1.60195534e+00	1.60195534e+00	9.68007581e-21	3.01977235e-21	-1.32555850e-01	-1.43097287e-01
0.097           	3.20289120e+00	1.26663853e-20	-2.66480784e-01	7.03336504e-22	5.34658903e-03	3.31465636e-21	1.60144560e+00	1.60144560e+00	9.64784903e-21	3.01853631e-21	-1.27893803e-01	-1.38586981e-01
0.0975          	3.20213674e+00	1.26166594e-20	-2.57989052e-01	6.81297140e-22	5.42122380e-03	3.30000965e-21	1.60106837e+00	1.60106837e+00	9.60833936e-21	3.00832005e-21	-1.23573302e-01	-1.34415750e-01
0.098           	3.20184862e+00	1.26363693e-20	-2.48122780e-01	6.60063293e-22	5.49600986e-03	3.28638618e-21	1.60092431e+00	1.60092431e+00	9.60457082e-21	3.03179845e-21	-1.18565380e-01	-1.29557400e-01
0.0985          	3.20115919e+00	1.26571640e-20	-2.37843830e-01	6.37253561e-22	5.57065677e-03	3.27161422e-21	1.60057960e+00	1.60057960e+00	9.60019625e-21	3.05696780e-21	-1.13351258e-01	-1.24492572e-01
0.099           	3.20018018e+00	1.26076744e-20	-2.31151619e-01	6.19582237e-22	5.64535407e-03	3.25891879e-21	1.60009009e+00	1.60009009e+00	9.56275599e-21	3.04491841e-21	-1.09930455e-01	-1.21221164e-01
0.0995          	3.20026742e+00	1.26417443e-20	-2.19812472e-01	5.95737658e-22	5.71739978e-03	3.24454873e-21	1.60013371e+00	1.60013371e+00	9.56542090e-21	3.07632344e-21	-1.04188836e-01	-1.15623636e-01
0.1             	3.19936690e+00	1.26283963e-20	-2.11265293e-01	5.75532903e-22	5.79004565e-03	3.23055093e-21	1.59968345e+00	1.59968345e+00	9.54474906e-21	3.08364721e-21	-9.98426008e-02	-1.11422692e-01
0.1005          	3.19887416e+00	1.26078305e-20	-2.02109671e-01	5.53838121e-22	5.86300984e-03	3.21636175e-21	1.59943708e+00	1.59943708e+00	9.52027699e-21	3.08755349e-21	-9.51918256e-02	-1.06917845e-01
0.101           	3.19791943e+00	1.25841500e-20	-1.92684905e-01	5.30574365e-22	5.93451335e-03	3.20103014e-21	1.59895971e+00	1.59895971e+00	9.49310514e-21	3.09104485e-21	-9.04079393e-02	-1.02276966e-01
0.1015          	3.19741845e+00	1.25614752e-20	-1.83316438e-01	5.08389692e-22	6.00525125e-03	3.18613327e-21	1.59870923e+00	1.59870923e+00	9.46687085e-21	3.09460431e-21	-8.56529679e-02	-9.76634704e-02
0.102           	3.19623863e+00	1.25431761e-20	-1.73496692e-01	4.84317844e-22	6.07581748e-03	3.17001271e-21	1.59811931e+00	1.59811931e+00	9.44160078e-21	3.10157535e-21	-8.06725284e-02	-9.28241633e-02
0.1025          	3.19543932e+00	1.25280374e-20	-1.64631689e-01	4.63371194e-22	6.14591058e-03	3.15586690e-21	1.59771966e+00	1.59771966e+00	9.41988560e-21	3.10815180e-21	-7.61699340e-02	-8.84617552e-02
0.103           	3.19479363e+00	1.25074536e-20	-1.55201189e-01	4.41166316e-22	6.21553341e-03	3.14076789e-21	1.59739682e+00	1.59739682e+00	9.39449468e-21	3.11295891e-21	-7.13850610e-02	-8.38161278e-02
0.1035          	3.19411201e+00	1.24873564e-20	-1.46383098e-01	4.20062884e-22	6.28422516e-03	3.12675701e-21	1.59705601e+00	1.59705601e+00	9.37043521e-21	3.11692118e-21	-6.69073239e-02	-7.94757742e-02
0.104           	3.19341866e+00	1.24641267e-20	-1.38502816e-01	4.01394974e-22	6.35246845e-03	3.11383229e-21	1.59670933e+00	1.59670933e+00	9.34589566e-21	3.11823108e-21	-6.28989397e-02	-7.56038766e-02
0.1045          	3.19272922e+00	1.24345515e-20	-1.26488511e-01	3.72281389e-22	6.42023482e-03	3.09504450e-21	1.59636461e+00	1.59636461e+00	9.31232025e-21	3.12223125e-21	-5.68240206e-02	-6.96644903e-02
0.105           	3.19233091e+00	1.24172883e-20	-1.16984626e-01	3.50538740e-22	6.48762422e-03	3.08033721e-21	1.59616545e+00	1.59616545e+00	9.28898133e-21	3.12830692e-21	-5.20046890e-02	-6.49799374e-02
0.1055          	3.19177292e+00	1.24395684e-20	-1.06520746e-01	3.27859637e-22	6.55327012e-03	3.06580741e-21	1.59588646e+00	1.59588646e+00	9.28559160e-21	3.15397679e-21	-4.67071028e-02	-5.98136430e-02
0.106           	3.19137933e+00	1.24245960e-20	-9.81381918e-02	3.08312673e-22	6.61976843e-03	3.05323608e-21	1.59568966e+00	1.59568966e+00	9.26553408e-21	3.15906192e-21	-4.24493275e-02	-5.56888643e-02
0.1065          	3.19072436e+00	1.24067005e-20	-8.91505320e-02	2.87126328e-22	6.68601809e-03	3.03918554e-21	1.59536218e+00	1.59536218e+00	9.24253580e-21	3.16416472e-21	-3.78892479e-02	-5.12612841e-02
0.107           	3.18991988e+00	1.23786125e-20	-8.00339832e-02	2.65021321e-22	6.75083377e-03	3.02453511e-21	1.59495994e+00	1.59495994e+00	9.21384137e-21	3.16477115e-21	-3.32661578e-02	-4.67678254e-02
0.1075          	3.18921822e+00	1.23739259e-20	-6.97348473e-02	2.41031234e-22	6.81455648e-03	3.00926373e-21	1.59460911e+00	1.59460911e+00	9.19622666e-21	3.17769920e-21	-2.80528672e-02	-4.16819801e-02
0.108           	3.18851202e+00	1.23538837e-20	-6.02420995e-02	2.18544290e-22	6.87750535e-03	2.99420690e-21	1.59425601e+00	1.59425601e+00	9.17114874e-21	3.18273494e-21	-2.32435444e-02	-3.69985551e-02
0.1085          	3.18787612e+00	1.23323830e-20	-5.07899344e-02	1.96146711e-22	6.94110539e-03	2.97936575e-21	1.59393806e+00	1.59393806e+00	9.14555725e-21	3.18682574e-21	-1.84538618e-02	-3.23360726e-02
0.109           	3.18740652e+00	1.23138310e-20	-4.18834401e-02	1.75495401e-22	7.00411964e-03	2.96575986e-21	1.59370326e+00	1.59370326e+00	9.12267538e-21	3.19115566e-21	-1.39376004e-02	-2.79458397e-02
0.1095          	3.18659682e+00	1.22940802e-20	-3.14937793e-02	1.50667192e-22	7.06576766e-03	2.94939873e-21	1.59329841e+00	1.59329841e+00	9.09643883e-21	3.19764136e-21	-8.68112199e-03	-2.28126573e-02
0.11            	3.18615289e+00	1.22740194e-20	-2.21304466e-02	1.28996519e-22	7.12561696e-03	2.93513760e-21	1.59307644e+00	1.59307644e+00	9.07214732e-21	3.20187213e-21	-3.93960633e-03	-1.81908403e-02
0.1105          	3.18512844e+00	1.22344262e-20	-1.21536112e-02	1.03756924e-22	7.18554396e-03	2.91852019e-21	1.59256422e+00	1.59256422e+00	9.03573330e-21	3.19869293e-21	1.10873837e-03	-1.32623495e-02
